name,honor,class,LWHonor,standing,rank,rankProgress,RP
Coleflower,27497,WARRIOR,23908,2936,5,0.25882354471833,16295
Flie,27494,HUNTER,29692,2743,2,0.65882356837392,3977
Biggerone,27414,MAGE,15326,3298,2,0.37647061049938,3130
Harpoons,27347,WARRIOR,55726,2064,2,0.94901966396719,4848
Xiaohuiseng,27325,WARLOCK,115393,1258,4,0.37254904164001,11863
Huntosaurus,27279,HUNTER,77309,1722,8,0.17647059867159,30883
Kareng,27183,WARRIOR,146223,973,3,0.67058825492859,8353
Hcx,26992,HUNTER,28044,2806,3,0.6117647420615,8059
Kaelias,26950,HUNTER,29351,2755,3,0.87058828677982,9353
Ipiiql,26928,DRUID,104350,1374,3,0.23137256270275,6157
Ccw,26909,MAGE,55,0,1,0.17254902981222,0
Menary,26798,WARRIOR,0,0,2,0.70588239468634,4118
Eosup,26677,MAGE,14821,3319,3,0.45882355654612,7295
Zephiro,26612,WARRIOR,73428,1769,3,0.18039216753095,5902
Piejing,26604,MAGE,201289,620,4,0.67843141267076,13393
Fengdou,26581,MAGE,17546,3184,4,0.22352942498401,11118
Qarat,26542,ROGUE,0,0,2,0.13333334121853,2401
Heard,26497,ROGUE,236619,369,7,0.39607845479622,26981
Eilo,26496,HUNTER,503,0,2,0.031372550874949,2095
Freshprince,26444,ROGUE,133652,1066,4,0.92941181967035,14648
Tbol,26426,ROGUE,29546,2749,3,0.85882358020172,9295
Xoxa,26417,ROGUE,214853,509,5,0.92549025081098,19628
Qzp,26283,MAGE,14444,3335,2,0.36470590392128,3095
Hikvision,26275,WARRIOR,36288,2528,3,0.30196080217138,6510
Kiana,26240,WARRIOR,25482,2883,5,0.14117647893727,15706
Profesorstab,26201,ROGUE,63338,1940,6,0.27058825129643,21353
Lettusa,26147,HUNTER,28826,2771,4,0.61960787978023,13099
Hulgar,26085,WARRIOR,80024,1681,4,0.85490201134235,14275
Heiren,26036,WARRIOR,44832,2296,3,0.78039220301434,8902
Flameofanger,26026,MAGE,8990,3683,2,0.41568629909307,3248
Werhent,26018,MAGE,23373,2962,7,0.16862746095285,25844
Foxoo,26017,HUNTER,11490,3529,4,0.97647064598277,14883
Wtfun,26005,PALADIN,675,0,5,0.51764708943665,17589
Achuong,25992,DRUID,82789,1645,6,0.30588237103075,21530
Tessd,25903,HUNTER,10186,3604,6,0.84705887362361,24236
Astrog,25892,PALADIN,60685,1986,3,0.4117647302337,7059
Notacoolguy,25875,HUNTER,52115,2135,6,0.2117647184059,21059
Nvo,25742,PALADIN,88889,1562,5,0.8862745622173,19432
Tinypadre,25684,PRIEST,196967,646,4,0.10588235920295,10530
Pukgun,25666,MAGE,217160,489,8,0.13333334121853,30667
Gilgamess,25666,HUNTER,80280,1677,4,0.25490197585896,11275
Hromoziaka,25547,MAGE,180431,731,7,0.50588238285854,27530
Rosarina,25520,MAGE,53620,2110,3,0.41568629909307,7079
Purdytuff,25311,MAGE,71554,1799,3,0.60392160434276,8020
Chisel,25307,DRUID,176546,755,3,0.52941179601476,7648
Phh,25256,ROGUE,174593,771,4,0.38039217935875,11902
Helvir,25250,HUNTER,123955,1149,5,0.08235294604674,15412
Littlexoxoo,25231,HUNTER,77689,1716,7,0.031372550874949,25157
Highz,25160,WARRIOR,722,6247,2,0.61960787978023,3859
Alpharename,25099,WARRIOR,3667,4259,6,0.94509809510782,24726
Hallucinatio,25074,MAGE,9456,3650,3,0.97647064598277,9883
Norlaxggzz,24686,HUNTER,0,0,4,0.85882358020172,14295
Yincang,24645,ROGUE,88249,1567,3,0.46666669426486,7334
Natruebuty,24563,DRUID,39737,2434,5,0.074509808328003,15373
Kishra,24510,WARRIOR,60689,1985,3,0.63137258635834,8157
Wuliqunao,24486,MAGE,7887,3756,5,0.35294119734317,16765
Nevermind,24446,HUNTER,69328,1833,5,0.074509808328003,15373
Lande,24406,MAGE,32549,2640,5,0.59215689776465,17961
Pspda,24397,MAGE,63161,1943,6,0.8980392687954,24491
Carminabura,24337,ROGUE,196195,649,7,0.56470591574907,27824
Cambolivious,24310,WARLOCK,5147,0,5,0.67058827495202,18353
Xthalas,24299,WARRIOR,81545,1662,3,0.043137257453054,5216
Friz,24192,MAGE,39877,2427,3,0.02745098201558,5138
Fremsor,24174,MAGE,183680,718,4,0.27843138901517,11393
Ineedahug,24057,WARLOCK,111843,1296,5,0.6235294486396,18118
Blessu,24037,PRIEST,41,0,5,0.62745101749897,18138
Daniella,23988,HUNTER,120969,1186,4,0.43137257453054,12157
Ezero,23981,PALADIN,23529,2957,6,0.15686275437474,20785
Qwynri,23886,HUNTER,45875,2261,4,0.38823531707749,11942
Malozar,23824,ROGUE,11264,3546,5,0.062745101749897,15314
Meatmincer,23823,HUNTER,11026,3560,3,0.29803923331201,6491
Ravenwing,23812,HUNTER,217866,483,6,0.2117647184059,21059
Judyr,23745,PALADIN,249,0,4,0.1372549100779,10687
Tongmeimei,23732,DRUID,67655,1863,3,0.6117647420615,8059
Lunareclipse,23724,HUNTER,533529,98,4,0.82745102932677,14138
Elisin,23688,WARRIOR,130206,1095,5,0.29019609559327,16451
Kanth,23670,PALADIN,187886,687,3,0.45882355654612,7295
Scariest,23644,PRIEST,95867,1471,3,0.70196082582697,8510
Cherryy,23581,MAGE,43464,2336,5,0.98431378370151,19922
Seventyone,23478,WARRIOR,201799,616,4,0.16078431904316,10804
Edgahr,23361,DRUID,9411,3653,2,0.26666668243706,2801
Heels,23246,PRIEST,6162,0,3,0.52549022715539,7628
Xiongmaotv,23241,MAGE,61130,1977,3,0.19607844296843,5981
Cocolle,23237,ROGUE,553,6717,1,0.87843142449856,0
Maezo,23179,DRUID,7772,3773,6,0.023529413156211,20118
Rokayah,23157,PALADIN,51076,2154,4,0.83137259818614,14157
Willypop,23124,HUNTER,125109,1135,5,0.28235295787454,16412
Giowanni,23115,PRIEST,376374,173,8,0.67843141267076,33393
Hellence,23035,ROGUE,115,0,3,0.19607844296843,5981
Zxy,23013,WARRIOR,187634,690,4,0.46274512540549,12314
Brudd,23013,MAGE,6878,0,2,0.19215687410906,2577
Chineseniu,22911,WARRIOR,27749,2816,2,0.60784317320213,3824
Owhoami,22909,MAGE,161729,858,6,0.64705886179581,23236
Vaianal,22884,ROGUE,14002,3361,3,0.70980396354571,8550
Starmirage,22861,WARRIOR,17486,3188,5,0.26274511357769,16314
Ayson,22826,WARRIOR,36306,2527,6,0.59607846662402,22981
Ranalape,22780,WARRIOR,219976,469,5,0.38823530077934,16942
Emengjingxin,22772,PALADIN,11937,3498,4,0.52941179601476,12648
Salaxy,22709,MAGE,67045,1868,8,0.40000002365559,32001
Bugor,22531,WARRIOR,143442,995,7,0.87843142449856,29393
Midfmz,22517,WARRIOR,28636,2781,3,0.92156868195161,0
Supdvach,22456,PALADIN,64308,1921,4,0.72941180784255,13648
Azmoon,22415,WARLOCK,879,0,4,0.086274514906108,10432
Dotspam,22313,WARLOCK,61230,1974,3,0.86274514906108,9314
Mikerinox,22177,DRUID,873,5945,5,0.55294120917097,17765
Vheim,22067,WARRIOR,70519,1815,4,0.20784314954653,11040
Maltina,22050,ROGUE,197593,644,3,0.93333338852972,9667
Tuxiao,21994,MAGE,10302,3597,5,0.85490201134235,19275
Alastry,21892,PRIEST,5896,0,3,0.10588235920295,5530
Alss,21848,WARLOCK,55509,2066,3,0.98039221484214,9902
Dadiaoluoli,21843,WARRIOR,70840,1808,4,0.21960785612464,11099
Nugi,21815,HUNTER,17417,3193,5,0.38823531707749,16942
Losar,21811,MAGE,889,5915,2,0.019607844296843,2059
Teawineii,21796,WARRIOR,41774,2377,3,0.87450985563919,9373
Lykkeli,21739,WARLOCK,23692,2948,5,0.96470593940467,19824
Mgaogao,21442,HUNTER,103150,1385,3,0.95294123282656,9765
Lauwz,21360,WARRIOR,149704,944,5,0.87450985563919,19373
Ranzi,21342,PRIEST,31093,2696,5,0.066666670609266,15334
Chromatik,21334,HUNTER,2357,4610,3,0.91764711309224,9589
Panterus,21330,HUNTER,60074,1995,7,0.17647059261799,25883
Dramach,21327,PALADIN,57683,2036,4,0.019607844296843,10099
Nongsi,21325,HUNTER,10415,3591,3,0.38431374821812,6922
Ruless,21296,HUNTER,75781,1736,4,0.15294118551537,10765
Lengyishan,21253,HUNTER,26301,2850,3,0.89411769993603,9471
Shastafosho,21231,DRUID,679,6353,4,0.94509809510782,14726
Goonies,21200,ROGUE,24128,2927,3,0.8862745622173,9432
Grequxt,21177,PALADIN,6834,3875,3,0.078431377187371,5393
Jo,21043,HUNTER,21446,3038,3,0.29803923331201,6491
Shouhudidi,20930,MAGE,65117,1903,6,0.30196080217138,21510
Ertijiao,20841,MAGE,351426,193,10,0.098039221484214,40491
Narkose,20840,HUNTER,609,0,1,0.6235294486396,0
Gvw,20837,MAGE,165,0,0,0,0
Cathernia,20802,WARRIOR,49186,2193,5,0.34117649076507,16706
Ravveh,20791,MAGE,1057,5652,6,0.14117647893727,20706
Jeraldo,20787,MAGE,5844,3980,5,0.51372552057728,17569
Morata,20737,MAGE,62449,1954,3,0.41960786795244,7099
Tealanor,20690,HUNTER,151915,927,4,0.83921573590487,14197
Rodey,20667,MAGE,0,0,3,0.086274514906108,5432
Dieranger,20585,HUNTER,2208,0,3,0.050980395171791,5255
Ekzo,20559,ROGUE,56888,2048,8,0.86666671792045,34334
Thrashd,20526,MAGE,55389,2069,7,0.53725493373349,27687
Restartagain,20490,WARRIOR,44575,2306,3,0.58039219118655,7902
Xpp,20489,ROGUE,82406,1655,3,0.71372553240508,8569
Gabi,20414,HUNTER,73361,1772,4,0.23529413156211,11177
Slm,20395,MAGE,203,0,4,0.19607844296843,10981
Tripity,20394,ROGUE,26131,2858,4,0.10588235920295,10530
Alphapvp,20349,DRUID,89710,1549,5,0.18431373639032,15922
Annabel,20347,MAGE,9000,3681,2,0.28627452673391,2859
Restartor,20336,ROGUE,136754,1036,5,0.2000000118278,16001
Hamasca,20316,PRIEST,30226,2723,5,0.77254906529561,18863
Undertone,20299,PRIEST,7114,3845,2,0.14901961665601,2448
Madniss,20299,WARRIOR,611059,66,12,0.12156863464043,50608
Iceboxgirl,20289,MAGE,18,0,0,0,0
Arthasabich,20197,WARRIOR,22786,2987,2,0.70196082582697,4106
Toecrusher,20170,ROGUE,336,0,1,0.51372552057728,0
Besteuw,20072,ROGUE,129698,1099,3,0.44705884996802,7236
Naltira,20053,HUNTER,244052,340,3,0.79215690959245,8961
Dly,20047,ROGUE,3951,4215,4,0.094117652624846,10471
Callow,19963,WARRIOR,1970,4799,7,0.0039215688593686,25020
Nblieren,19837,HUNTER,24873,2903,5,0.68235298153013,18412
Sojonlymule,19822,HUNTER,39735,2435,5,0.81568632274866,19079
Shabila,19763,MAGE,112007,1293,3,0.19607844296843,5981
Steelix,19749,WARRIOR,263412,292,7,0.16470589209348,25824
Kalsi,19743,PRIEST,2049,4758,11,0.08235294604674,45412
Payetonheal,19648,PRIEST,22918,2981,3,0.63921572407708,8197
Supersonics,19620,HUNTER,171987,786,7,0.32549021532759,26628
Vampirey,19598,HUNTER,1057,0,3,0.70980396354571,8550
Yriel,19594,MAGE,260022,299,4,0.55686277803034,12785
Lenah,19536,HUNTER,91309,1530,7,0.29411766445264,26471
Harumka,19521,MAGE,218816,479,4,0.44705884996802,12236
Redroger,19425,ROGUE,22827,2984,7,0.46666666865349,27334
Sectra,19388,MAGE,185353,706,4,0.074509808328003,10373
Pluoli,19331,PALADIN,11366,3539,2,0.29803923331201,2895
Kinkcafe,19225,DRUID,17264,3200,2,0.44313728110865,3330
Cloo,19119,DRUID,47629,2226,3,0.91764711309224,9589
Thirsty,19116,PALADIN,55323,2074,6,0.17647059867159,20883
Ipagani,19075,DRUID,594,0,8,0.043137257453054,30216
Pandatv,19021,WARRIOR,947,5806,4,0.14117647893727,10706
Bagtur,18996,HUNTER,136012,1042,5,0.53725493373349,17687
Quailegg,18830,WARRIOR,44542,2307,8,0.05490196403116,30275
Womende,18774,HUNTER,43,0,1,0.058823532890528,0
Tuanna,18774,MAGE,52240,2131,5,0.94901966396719,19746
Finalfrash,18740,WARLOCK,52520,2121,5,0.23529413156211,16177
Huiduan,18679,WARRIOR,133373,1068,4,0.85098044248298,14255
Modosaurus,18676,WARRIOR,61032,1980,2,0.94509809510782,4836
Talianon,18601,WARRIOR,7425,3814,6,0.78823534073308,23942
Strb,18600,HUNTER,242125,345,4,0,10000
Kkratos,18548,WARRIOR,7666,3787,3,0.8980392687954,9491
Gpx,18531,ROGUE,137710,1027,5,0.058823532890528,15295
Laoyezi,18518,MAGE,32548,2641,5,0.61960787978023,18099
Rujiang,18503,MAGE,82304,1658,4,0.59215689776465,12961
Afghanee,18498,MAGE,54065,2101,3,0.7607843587175,8804
Qinqinni,18496,WARRIOR,53784,2107,6,0.94117652624846,24706
Newguy,18480,HUNTER,225164,429,4,0.92156868195161,14608
Huntthehorde,18460,HUNTER,40222,2417,2,0.97647064598277,4930
Killkiwi,18424,HUNTER,399,0,1,0.26666668243706,0
Swacky,18390,ROGUE,29451,2751,7,0.019607844296843,25099
Wosp,18362,MAGE,236318,372,6,0.023529413156211,20118
Xiaoyeyu,18345,HUNTER,218853,478,4,0.64313729293644,13216
Ymmbb,18321,MAGE,34308,2594,2,0.66666670609266,4001
Xiyao,18264,WARRIOR,11369,3538,6,0.78431377187371,23922
Voldemort,18239,MAGE,43668,2331,4,0.9607843705453,14804
Bingliang,18075,PALADIN,68333,1849,5,0.086274514906108,15432
Zxjfbw,17964,ROGUE,33285,2625,3,0.65490199951455,8275
Tobipblzda,17943,WARLOCK,0,0,1,0.54509807145223,0
Neq,17818,MAGE,156062,897,5,0.094117652624846,15471
Skin,17814,ROGUE,64554,1913,6,0.69019611924887,23451
Homeostasis,17736,PALADIN,168341,810,6,0.0078431377187371,20040
Mercedes,17720,ROGUE,58085,2032,3,0.65098043065518,8255
Cleaton,17685,WARRIOR,292,0,4,0.67058827495202,13353
Walian,17648,PALADIN,154247,910,4,0.98431378370151,14922
Twohundred,17620,MAGE,94794,1491,3,0.10196079034358,5510
Yolatengo,17569,DRUID,1603,5023,2,0.32549021532759,2977
Xiandade,17561,ROGUE,21715,3029,2,0.6117647420615,3836
Wcmz,17476,HUNTER,645,6425,1,0.41568629909307,0
Joshire,17369,WARRIOR,171220,790,3,0.45098041882738,7255
Citine,17318,PALADIN,9964,3620,3,0.50196081399918,7510
Hoviseppo,17301,DRUID,8159,3734,5,0.02745098201558,15138
Triceraton,17289,HUNTER,1027,5684,7,0.043137257453054,25216
Rima,17220,WARRIOR,800036,1,14,0.0039215688593686,60020
Lrenn,17094,HUNTER,3,0,3,0.13333334121853,5667
Keldrac,17087,MAGE,107944,1335,3,0.32156864646822,6608
Sawadica,17026,HUNTER,1225,5399,1,0.73725494556129,0
Royl,17017,PRIEST,850,5986,1,0.43137257453054,0
Panzy,16991,PALADIN,190,0,1,0.070588239468634,0
Milhousqiqi,16948,MAGE,121038,1184,5,0.1372549100779,15687
Firestrike,16928,WARRIOR,38912,2460,3,0.41568629909307,7079
Oros,16918,HUNTER,1161,5501,4,0.18431373639032,10922
Manchild,16877,ROGUE,29020,2765,5,0.2117647184059,16059
Jaczx,16859,HUNTER,118653,1222,5,0.74117651442066,18706
Familymartss,16851,PALADIN,2841,4430,3,0.11764706578106,5589
Teacherw,16831,MAGE,153251,918,4,0.25098040699959,11255
Anyemeizi,16789,HUNTER,4721,4116,4,0.97647064598277,14883
Bbaron,16706,DRUID,1570,5046,7,0.65098043065518,28255
Dedugan,16668,WARRIOR,18684,3138,2,0.49019610742107,3471
Tidez,16507,MAGE,119574,1207,6,0.23137256270275,21157
Yporg,16442,HUNTER,228740,409,3,0.9607843705453,9804
Speedexi,16365,ROGUE,86125,1600,5,0.74117651442066,18706
Kaixinlele,16291,HUNTER,45836,2262,5,0.46274512540549,17314
Dydss,16244,HUNTER,15817,3272,4,0.67058827495202,13353
Wutaotao,16189,PALADIN,0,0,3,0.98823535256088,9942
Shedo,16147,DRUID,4398,4160,3,0.55686277803034,7785
Boluopai,16142,HUNTER,385,0,1,0.63529415521771,0
Bosbbs,16122,WARRIOR,35081,2566,5,0.86666671792045,19334
Atroposs,16098,ROGUE,102540,1390,4,0.019607844296843,10099
Littlepoem,16032,WARLOCK,3364,4313,4,0,10000
Phovos,16010,WARRIOR,82450,1652,4,0.91764711309224,14589
Eyoo,15998,WARRIOR,128578,1107,5,0.58039219118655,17902
Chaka,15992,ROGUE,252277,318,8,0.80784318502992,34040
Cmccyong,15946,ROGUE,45902,2260,3,0.41568629909307,7079
Sunzikyn,15929,ROGUE,4873,4088,5,0.11764706578106,15589
Murdamayne,15890,WARRIOR,210241,543,4,0.71764710126445,13589
Maryy,15835,WARRIOR,58969,2013,5,0.3490196284838,16746
Jeffdancer,15748,WARRIOR,14092,3353,3,0.51372552057728,7569
Dearborn,15710,PRIEST,138,0,1,0.039215688593686,0
Fternally,15670,HUNTER,35,0,1,0.1372549100779,0
Orald,15664,WARLOCK,55476,2067,7,0.49019610742107,27451
Sille,15618,PRIEST,129587,1101,4,0.79607847845182,13981
Vorazin,15603,DRUID,733,0,4,0.49411767628044,12471
Kluivert,15594,DRUID,4645,4127,3,0.27058825129643,6353
Confic,15562,ROGUE,685,6338,1,0.47058826312423,0
Gankalf,15530,MAGE,198,0,1,0.90980397537351,0
Mpuremoon,15519,HUNTER,2381,4603,6,0.031372550874949,20157
Sin,15517,ROGUE,15366,3295,5,0.72156867012382,18608
Alaker,15493,DRUID,4168,0,5,0.56470591574907,17824
Nivida,15470,HUNTER,7759,3776,2,0.17254902981222,2518
Potters,15456,WARRIOR,20,0,0,0,0
Nepia,15428,MAGE,12323,3470,12,0.13333334121853,50667
Config,15407,ROGUE,7170,3839,3,0.37254904164001,6863
Weilelianmen,15388,ROGUE,275,0,1,0.69019611924887,0
Federinka,15379,WARLOCK,11403,3536,5,0.92549025081098,19628
Murqe,15350,MAGE,78107,1709,5,0.90196083765477,19510
Zhouwz,15347,HUNTER,29763,2738,3,0.54117650259286,0
Lr,15347,HUNTER,1688,4967,4,0.22745099384338,11138
Kamfy,15330,WARLOCK,12268,3476,4,0.22745099384338,11138
Qiaokeli,15329,MAGE,1999,4782,2,0.098039221484214,2295
Coldsalad,15301,HUNTER,11727,3514,2,0.41960786795244,3259
Sevendays,15281,WARLOCK,544,0,1,0.11764706578106,0
Mwah,15242,HUNTER,17965,3160,3,0.25490197585896,6275
Maccain,15175,PALADIN,0,0,2,0.69019611924887,4071
Buttkisser,15174,WARRIOR,94567,1496,5,0.41568629909307,17079
Ssoo,15149,ROGUE,88,0,5,0.70196082582697,18510
Acao,15146,MAGE,74654,1751,5,0.46666669426486,17334
Evilmask,15135,MAGE,183768,716,5,0.30588237103075,16530
Hippie,15131,PALADIN,66123,1889,4,0.98039221484214,14902
Gotdembuns,15128,MAGE,0,0,3,0.45490198768675,7275
Seleneos,15110,PRIEST,148,0,2,0.2745098201558,2824
Peacee,15064,WARRIOR,274471,271,4,0.062745101749897,10314
Zggdz,15059,ROGUE,6537,3904,2,0.12941177235916,2389
Mari,14913,MAGE,2921,4409,6,0.015686275437474,20079
Lamegirl,14818,HUNTER,180782,729,4,0.65490199951455,13275
Seytin,14815,ROGUE,22672,2993,2,0.98823535256088,4965
Dabbys,14791,HUNTER,16994,3214,7,0.023529413156211,25118
Stacystaja,14733,MAGE,3086,4371,2,0.8235294604674,4471
Merlinson,14722,MAGE,14,0,2,0.29019609559327,2871
Hemetjrjr,14704,HUNTER,7158,3840,5,0.30980393989012,16550
Narur,14647,ROGUE,1173,5477,1,0.60784317320213,0
Abcgo,14632,MAGE,850,0,3,0.12941177235916,5648
Saozei,14587,ROGUE,4816,4100,4,0.72549023898318,13628
Dreamstart,14584,MAGE,168,0,5,0.6117647420615,18059
Somalian,14582,PALADIN,42212,2361,5,0.96470593940467,19824
Vinogradik,14560,MAGE,201086,621,4,0.64705886179581,13236
Gwindor,14538,HUNTER,0,0,2,0.49019610742107,3471
Shaulezheng,14518,HUNTER,1151,5515,3,0.38431374821812,6922
Fuflo,14493,HUNTER,2034,4769,4,0.65490199951455,13275
Nejno,14480,HUNTER,79781,1687,4,0.050980395171791,10255
Outsider,14479,HUNTER,2079,4740,1,0.77647063415498,0
Draenas,14468,PRIEST,0,0,0,0,0
Vaedora,14389,ROGUE,18711,3135,3,0.20392158068717,6020
Crashers,14376,HUNTER,40394,2413,4,0.37254904164001,11863
Sipdd,14335,PALADIN,189,0,1,0.86666671792045,0
Deepest,14298,PALADIN,35990,2535,5,0.49803924513981,17491
Aqjxy,14200,HUNTER,4790,4106,2,0.46274512540549,3389
Alloo,14159,HUNTER,12204,3480,4,0.32941178418696,11648
Shishenguila,14144,HUNTER,16778,3224,2,0.59215689776465,3777
Brummispet,14132,MAGE,37911,2486,3,0.078431377187371,5393
Eskaldrion,14116,ROGUE,16649,3230,6,0.84705887362361,24236
Fivebbs,14092,MAGE,0,0,1,0.5490196403116,0
Apoxis,14069,HUNTER,78036,1712,8,0.49803924513981,32491
Boyika,14052,WARRIOR,66931,1873,5,0.031372550874949,15157
Geniuswinner,13992,WARRIOR,5446,4020,5,0.49411764740944,17471
Fanijie,13937,MAGE,437,7051,1,0.15294118551537,0
Kashtanka,13917,PALADIN,25252,2891,3,0.26666668243706,6334
Naelanaara,13907,WARRIOR,228,0,1,0.67058827495202,0
Iluen,13891,HUNTER,86146,1599,3,0.19607844296843,5981
Mandingolove,13834,MAGE,33591,2614,6,0.27058825129643,21353
Kittin,13828,MAGE,105124,1364,5,0.18431373639032,15922
Daytoday,13828,MAGE,24805,2906,4,0.66274513723329,13314
Beermistress,13828,PALADIN,1798,4900,5,0.46274512540549,17314
Futtbucker,13811,PRIEST,74094,1761,5,0.58431376004592,17922
Puppypatrol,13747,PALADIN,9007,3680,6,0.20392158068717,21020
Ozero,13632,HUNTER,15427,3292,3,0.62745101749897,8138
Xianye,13584,WARRIOR,814,6049,1,0.32549021532759,0
Schwazy,13573,MAGE,2259,4647,9,0.19215687410906,35961
Xinran,13553,HUNTER,62653,1953,6,0.60000003548339,23001
Llywelyn,13423,HUNTER,3371,4312,3,0.1372549100779,5687
Carayue,13385,ROGUE,49838,2182,7,0.35294119734317,26765
Kikijiki,13355,PALADIN,208,0,2,0.0039215688593686,2012
Chuizi,13352,PALADIN,18594,3142,3,0.33333335304633,6667
Xinqiangyy,13350,DRUID,77680,1717,6,0.4117647302337,22059
Firecrotch,13348,WARRIOR,400173,159,8,0.035294119734317,30177
Taisann,13321,WARRIOR,9562,3646,5,0.070588239468634,15353
Canpangpang,13270,WARRIOR,7848,3763,3,0.62745101749897,8138
Klauen,13265,WARRIOR,917,5852,1,0.7607843587175,0
Tnd,13258,MAGE,94534,1497,4,0.23921570042148,11197
Singlemother,13168,PALADIN,6652,3887,5,0.41960786795244,17099
Recover,13130,DRUID,232257,394,4,0.75294122099876,13765
Otxo,13010,WARRIOR,50029,2179,5,0.61568631092086,18079
Heianmofa,12997,WARLOCK,133,7954,6,0.2000000118278,21001
Sixgodwater,12996,PALADIN,56478,2055,4,0.058823532890528,10295
Aobaofazs,12933,WARRIOR,7436,3812,3,0.26666668243706,6334
Sypho,12928,ROGUE,36928,2508,4,0.35294119734317,11765
Hallemoto,12921,MAGE,19139,3122,2,0.79215690959245,4377
Xiabb,12889,MAGE,196228,648,5,0.34117649076507,16706
Hamamelis,12855,PALADIN,13827,3373,6,0.68235298153013,23412
Sagittar,12846,HUNTER,17879,3165,3,0.29803923331201,6491
Lmgdx,12804,MAGE,5027,4065,8,0.98039221484214,34902
Spoh,12782,DRUID,48315,2205,11,0.67450984381139,48373
Zolja,12781,DRUID,227301,419,5,0.29803923331201,16491
Hotwife,12769,HUNTER,220633,464,5,0.36862747278064,16844
Ivankaatrump,12764,DRUID,110489,1310,4,0.59215689776465,12961
Kangr,12747,HUNTER,19861,3092,5,0.92549025081098,19628
Wegaa,12720,MAGE,10377,3593,3,0.52156865829602,7608
Hwal,12680,HUNTER,5460,4018,3,0.3372549219057,6687
Panicky,12675,MAGE,805,6064,1,0.32156864646822,0
Xijia,12655,HUNTER,0,0,0,0,0
Roktarlogar,12643,PRIEST,0,0,2,0.91372554423288,4742
Schiessefix,12635,HUNTER,166186,826,5,0.3490196284838,16746
Chaoxx,12635,HUNTER,120751,1191,3,0.9725490771234,9863
Dkey,12625,MAGE,2784,4445,3,0.75294122099876,8765
Bigwall,12600,WARRIOR,360,7337,3,0.19215687410906,5961
Waria,12572,WARLOCK,42756,2351,4,0.90980397537351,14550
Lildouble,12499,PRIEST,81412,1663,4,0.85098044248298,14255
Kctan,12497,HUNTER,94,0,2,0.51764708943665,3553
Sahasarala,12470,MAGE,394,0,5,0.34509805962443,16726
Ygb,12375,WARRIOR,34255,2595,4,0.53725493373349,12687
Jonesnow,12374,HUNTER,82126,1661,4,0.51764708943665,12589
Ugb,12331,WARRIOR,1028,5683,1,0.6235294486396,0
Highbaby,12320,WARLOCK,2511,4537,3,0.29019609559327,6451
Lynsk,12294,DRUID,3477,4288,2,0.8235294604674,4471
Centorus,12272,WARRIOR,973,5766,2,0.41960786795244,3259
Mongolloyd,12267,HUNTER,6498,3907,2,0.12549020349979,2377
Nofon,12240,MAGE,54242,2096,4,0.83921573590487,14197
Maxiao,12197,ROGUE,27860,2813,4,0.3490196284838,11746
Yiyayiya,12168,WARLOCK,27392,2825,8,0.066666670609266,30334
Rlyble,12120,MAGE,73735,1765,6,0.011764706578106,20059
Gannikus,12120,ROGUE,13720,3381,4,0.050980395171791,10255
Mengjiangx,12118,WARRIOR,35631,2546,5,0.49411767628044,17471
Twerk,12110,MAGE,173,0,4,0.4745098319836,12373
Skundi,12085,DRUID,28118,2803,5,0.78039220301434,18902
Scaty,12077,WARRIOR,4278,4175,5,0.074509808328003,15373
Ginsengz,12076,WARLOCK,96979,1456,3,0.37647061049938,6883
Laofaye,12059,HUNTER,202710,603,5,0.45490198768675,17275
Babyflushup,12033,HUNTER,17522,3186,2,0.62745101749897,3883
Krama,12010,ROGUE,129237,1104,3,0.44705884996802,7236
Meraxle,11971,HUNTER,12987,3425,8,0.41960786795244,32099
Cyra,11968,MAGE,16849,3219,3,0.29803923331201,6491
Adriano,11967,MAGE,377,0,1,0.074509808328003,0
Donaldtank,11944,WARRIOR,12303,3473,5,0.086274514906108,15432
Deyudaode,11900,DRUID,666,6379,1,0.25098040699959,0
Laonigu,11884,MAGE,108826,1325,3,0.74117651442066,8706
Daybreak,11856,WARLOCK,7435,3813,10,0.56862748460844,42844
Vangeles,11833,MAGE,0,0,3,0.26666668243706,6334
Afang,11809,HUNTER,43,0,1,0.7294117808342,0
Juurihoito,11793,DRUID,104379,1373,3,0.89019613107666,9451
Redalert,11787,WARRIOR,89677,1551,5,0.6117647420615,18059
Aliyia,11778,ROGUE,9339,3654,6,0.67843141267076,23393
Cdubb,11761,MAGE,2627,0,2,0.058823532890528,2177
Takingshape,11701,DRUID,80079,1680,4,0.46666669426486,12334
Fanqie,11696,ROGUE,198914,636,7,0.85098044248298,29255
Marconi,11686,WARRIOR,0,0,2,0.66666670609266,4001
Yilz,11684,WARLOCK,13952,3363,6,0.13333334121853,20667
Ufa,11682,MAGE,1812,4891,6,0.61960787978023,23099
Ruddorf,11678,PALADIN,100389,1422,5,0.58039219118655,17902
Lasia,11654,MAGE,224089,437,4,0.83137259818614,14157
Kkang,11632,WARRIOR,55337,2072,7,0.035294119734317,25177
Vengador,11625,WARRIOR,101946,1399,5,0.91372554423288,19569
Elfofmight,11606,WARRIOR,150946,935,5,0.15686275437474,15785
Hasaki,11580,WARRIOR,155603,899,8,0.70588239468634,33530
Dafs,11520,MAGE,5566,4008,5,0.52549022715539,17628
