name,honor,class,LWHonor,standing,rank,rankProgress,RP
Nafentruv,6344,MAGE,189736,749,7,0.22745099384338,26138
Eyrin,1029,ROGUE,9335,4254,5,0.2000000118278,16001
Opelilek,880,HUNTER,867,6315,1,0.27058825129643,0
Chunfen,13683,PRIEST,444166,133,7,0.81176475388929,29059
Yuunachan,3193,MAGE,172089,884,4,0.33333335304633,11667
Dzmobao,10550,ROGUE,365,0,2,0.10588235920295,2318
Dkey,1383,MAGE,88354,1915,3,0.31372550874949,6569
Heiha,4737,PALADIN,29414,3299,7,0.61568631092086,28079
Sherryok,8118,MAGE,186775,773,6,0.35686276620254,21785
Raffis,286,HUNTER,16,0,0,0,0
Ramzay,19369,PALADIN,88259,1917,3,0.14901961665601,5746
Comagasm,231,ROGUE,33494,3160,8,0.66666670609266,33334
Jaycou,626,MAGE,5526,4648,3,0.95686280168593,9785
Leeforleo,852,PALADIN,225,7878,3,0.2745098201558,6373
Wolfmin,544,MAGE,4231,4813,3,0.89411769993603,9471
Emptyroad,23806,WARRIOR,751231,46,11,0.76862749643624,48844
Halpp,1827,PALADIN,17845,3759,3,0.29803923331201,6491
Yuzada,4431,WARLOCK,106347,1632,8,0.39215688593686,31961
Breadstick,11944,HUNTER,403593,164,8,0.29411766445264,31471
Macsim,1352,PRIEST,54292,2554,7,0.18039216753095,25902
Gostar,4757,ROGUE,1519,5598,1,0.62745101749897,0
Xuanzi,12985,ROGUE,100546,1723,3,0.94901966396719,9746
Leelah,985,PRIEST,176284,847,6,0.70196082582697,23510
Aolante,16359,PALADIN,304340,256,9,0.047058826312423,35236
Elaurele,3645,HUNTER,61720,2379,5,0.64705886179581,18236
Xinran,5029,HUNTER,108513,1594,5,0.7490196521394,18746
Robellis,171,HUNTER,0,0,0,0,0
Judgementor,9454,PALADIN,28513,3324,2,0.41960786795244,3259
Ryancheng,28833,WARRIOR,491779,107,10,0.79215690959245,43961
Mole,10241,DRUID,408977,157,8,0.90196083765477,34510
Deeze,3413,ROGUE,8551,4321,4,0.17647059867159,10883
Reepin,18908,MAGE,342658,206,9,0.74117651442066,38706
Lollie,944,WARRIOR,22139,3572,8,0.40784316137433,32040
Shpeker,2554,WARRIOR,76367,2109,6,0.20392158068717,21020
Himmelfallen,6836,PALADIN,15,0,1,0.26274511357769,0
Dinoo,15980,PRIEST,252517,338,6,0.45882355654612,22295
Boombap,9038,DRUID,102515,1689,5,0.14509804779664,15726
Rhombus,616,PALADIN,19346,3693,2,0.76470592757687,4295
Pangdun,20478,PRIEST,112873,1526,6,0.16470589209348,20824
Stava,4487,PALADIN,235759,387,5,0.43137257453054,17157
Zhuzhuzei,6584,ROGUE,0,0,5,0.3490196284838,16746
Teenie,9173,WARLOCK,362197,192,8,0.8980392687954,34491
Canjiaocat,239,PALADIN,972,6159,1,0.30588237103075,0
Kalvefar,338,WARRIOR,209281,569,4,0.77254906529561,13863
Renstar,5310,HUNTER,98827,1746,5,0.070588239468634,15353
Wellmet,210,PALADIN,0,0,0,0,0
Dyrael,1257,HUNTER,4979,4715,2,0.90196083765477,4706
Chrispaul,5627,WARRIOR,214243,530,6,0.2745098201558,21373
Triq,403,HUNTER,682,6673,3,0.058823532890528,5295
Hexordina,13972,PALADIN,300282,265,9,0.35294119734317,36765
Pursuex,1125,ROGUE,23620,3509,2,0.69019611924887,4071
Zluth,1093,HUNTER,59850,2425,4,0.94901966396719,14746
Thalendir,745,DRUID,1166,5929,1,0.36862747278064,0
Moonbojue,3045,PRIEST,26525,3400,3,0.91372554423288,9569
Ferun,1916,PALADIN,70305,2210,3,0.39215688593686,6961
Getready,155,ROGUE,31732,3220,6,0.38823531707749,21942
Pintsizedhlz,8133,PRIEST,332755,216,4,0.70588239468634,13530
Icynips,233,MAGE,3057,5014,10,0.84313730476424,44216
Madina,31783,WARLOCK,659096,60,9,0.65882356837392,38295
Yiyayiya,13621,WARLOCK,334466,212,7,0.11764706578106,25589
Wcg,2156,MAGE,124791,1377,7,0.38823531707749,26942
Hoviseppo,2418,DRUID,149093,1087,3,0.75294122099876,8765
Stomp,8324,WARRIOR,68535,2243,7,0.59607846662402,27981
Ourwaifu,688,HUNTER,883,0,4,0.2745098201558,11373
Padawan,146,PALADIN,378,7456,4,0.18039216753095,10902
Arkie,73838,PRIEST,800996,36,10,0.9607843705453,44804
Ezero,3826,PALADIN,93378,1825,5,0.25882354471833,16295
Wyzk,1179,PALADIN,225181,459,12,0.95686280168593,54785
Xiaohuli,19750,MAGE,60967,2400,6,0.08235294604674,20412
Sagittar,1101,HUNTER,30627,3267,3,0.29803923331201,6491
Lahel,176,PALADIN,290,7715,3,0.84313730476424,9216
Serdengecti,2960,WARRIOR,51659,2626,4,0.56470591574907,12824
Inhumane,745,PALADIN,1628,5505,1,0.50196081399918,0
Visp,389,HUNTER,2178,5246,1,0.55686277803034,0
Byebyebird,5181,HUNTER,28756,3318,5,0.72156867012382,18608
Bulldozer,176,WARRIOR,590,6884,4,0.58039219118655,12902
Luskeline,2072,WARLOCK,79755,2047,3,0.80000004731119,9001
Lebroski,18473,WARRIOR,580729,79,11,0.14117647893727,45706
Battousai,6884,ROGUE,153964,1041,3,0.92549025081098,9628
Freshmint,22239,PRIEST,45478,2762,3,0.8862745622173,9432
Homeostasis,3067,PALADIN,35625,3086,5,0.57647062232718,17883
Sniperko,831,HUNTER,6584,4517,2,0.02745098201558,2083
Demented,2727,WARRIOR,251023,346,6,0.95686280168593,24785
Blair,13077,WARLOCK,549795,87,10,0.72156867012382,43608
Shenbzhi,8541,WARRIOR,113217,1521,6,0.88235299335793,24412
Percho,433,ROGUE,3815,4878,5,0.5607843468897,17804
Amuer,7171,PRIEST,471961,122,9,0.98039221484214,39902
Evilryu,21956,WARRIOR,35278,3105,7,0.08235294604674,25412
Highgao,317,MAGE,946,6201,1,0.29411766445264,0
Iaht,553,PALADIN,2128,5268,2,0.019607844296843,2059
Lorenz,7751,PALADIN,42724,2851,2,0.55294120917097,3659
Misscc,83,MAGE,342,7556,4,0.27058825129643,11353
Sylesau,4874,DRUID,345,0,0,0,0
Taiwanmei,6885,MAGE,16955,3798,2,0.19607844296843,2589
Puppypatrol,9076,PALADIN,32081,3207,6,0.015686275437474,20079
Hiran,11728,MAGE,816993,27,12,0.8235294604674,54118
Tenybibibi,5495,WARRIOR,183158,805,8,0.98039221484214,34902
Rokayah,13559,PALADIN,11198,0,4,0.070588239468634,10353
Manzar,174,PRIEST,133,0,0,0,0
Fifakungen,4025,MAGE,46959,2726,5,0.2000000118278,16001
Wuyaz,6973,ROGUE,47028,2722,3,0.94509809510782,9726
Willwall,14709,PALADIN,80850,2029,4,0.89019613107666,14451
Onkto,276,MAGE,0,0,0,0,0
未知目标,6439,DRUID,480361,116,7,0.66274513723329,0
Enzoo,83,WARRIOR,88192,1920,6,0.95686280168593,24785
Supersonics,8523,HUNTER,58645,2454,5,0.55686277803034,17785
Meatzj,21525,WARRIOR,86116,1946,4,0.56862748460844,12844
Revaniar,176,PRIEST,735,6571,5,0.090196083765477,15451
Happyhund,9092,WARRIOR,256476,332,9,0.66666670609266,38334
Lostfire,234,MAGE,105136,1655,4,0.70588239468634,13530
Gjl,199,WARLOCK,75407,2129,3,0.46666669426486,7334
Amonra,266,HUNTER,862,6326,1,0.47843140084296,0
Machcia,44988,WARRIOR,810144,32,9,0.40392159251496,37020
Roguegodx,946,ROGUE,624,6809,1,0.65490199951455,0
Paz,8116,WARRIOR,128237,1338,7,0.49411767628044,27471
Ellipsea,19344,PRIEST,417532,153,7,0.80784318502992,29040
Ranalape,900,WARRIOR,418,0,4,0.23921570042148,11197
Pompel,52289,HUNTER,138268,1209,4,0.66274513723329,13314
Hashiqia,23657,MAGE,490800,109,8,0.18431373639032,30922
Usiel,10586,MAGE,99278,1740,7,0.023529413156211,25118
Speckledpog,130,PRIEST,0,0,0,0,0
Hippie,13711,PALADIN,16777,3810,3,0.5607843468897,7804
Karisse,20891,MAGE,360310,194,9,0.23529413156211,36177
Shadowswifty,8464,WARLOCK,52159,2613,12,0.11372549692169,50569
Minni,176,PALADIN,187,0,3,0.12156863464043,5608
Amss,6324,MAGE,111600,1548,4,0.51764708943665,12589
Tacit,6386,PALADIN,5437,4655,2,0.24705883814022,2742
Seventheaven,1483,HUNTER,2429,5159,2,0.29019609559327,2871
Paka,8045,WARRIOR,311806,239,8,0.61568631092086,33079
Khw,4088,MAGE,63444,2350,5,0.37647061049938,16883
Belgara,3848,PRIEST,78267,2074,4,0.83921573590487,14197
Metawarlord,405,WARRIOR,91269,1864,5,0.3490196284838,16746
Leoparden,15797,ROGUE,106043,1641,5,0.78039220301434,18902
Critler,16824,PALADIN,88729,1910,5,0.019607844296843,15099
Rongbips,4772,MAGE,31095,3250,4,0.035294119734317,10177
Maomao,43173,WARRIOR,812649,29,10,0.17254902981222,40863
Dochollyday,17334,PALADIN,245950,354,10,0.16078432323411,40804
Sondir,12748,WARRIOR,183235,804,7,0.4235294368118,27118
Unknown,2358,DRUID,233902,400,9,0.23921570042148,36197
Mahjongsun,33674,MAGE,598915,74,12,0.074509808328003,50373
Ninhursag,20369,PALADIN,209489,562,6,0.65490199951455,23275
Lokyu,7007,MAGE,50533,2644,3,0.23529413156211,6177
Zixx,7215,MAGE,143356,1154,7,0.23137256270275,26157
Dmb,80,WARRIOR,7,0,3,0.30588237103075,6530
Imikool,20914,ROGUE,197519,683,7,0.59215689776465,27961
Pumkinpanda,4994,PRIEST,69267,2232,6,0.57647062232718,22883
Ambrozy,1773,PALADIN,2370,5180,1,0.86666671792045,0
Katheliana,132,HUNTER,2147,5254,6,0.4117647302337,22059
Faroreswind,8729,DRUID,348220,201,10,0.31764707760885,41589
Biubiuta,7760,WARLOCK,335037,210,7,0.23137256270275,26157
Lanaya,28691,ROGUE,892441,4,13,0.58431376004592,57922
Deltheros,1789,DRUID,18062,3748,2,0.75686278985813,4271
Ralph,898,PRIEST,10432,4174,9,0.50196081399918,37510
Azu,187,WARLOCK,7617,4403,8,0.019607844296843,30099
Excaliburs,5487,WARRIOR,727225,51,11,0.66666670609266,48334
Falair,344,WARLOCK,0,0,0,0,0
Djsemmeymix,17491,HUNTER,145313,1120,9,0.2000000118278,36001
Hitgirl,1863,WARRIOR,64520,2332,3,0.41568629909307,7079
Strawburry,11921,PRIEST,212605,542,5,0.074509808328003,15373
Rayflames,198,ROGUE,537,7009,4,0.039215688593686,10197
Sneakyfox,238,ROGUE,158693,992,4,0.96078431606293,14804
Kroko,2603,ROGUE,56900,2497,6,0.96470593940467,24824
Jimly,8607,PALADIN,8700,4305,4,0.4745098319836,12373
Voxy,9663,HUNTER,504585,100,9,0.8862745622173,39432
Slicyxd,959,HUNTER,140709,1180,12,0.28235295787454,51412
Laonayibo,21477,MAGE,364228,190,10,0.14901961665601,40746
Infirenz,1008,MAGE,1880,5365,6,0.23137256270275,21157
Healingmemes,240,PRIEST,268,0,0,0,0
Kelthuzi,1928,WARRIOR,61509,2390,5,0.4117647302337,17059
Magichmm,35922,ROGUE,892077,12,13,0.19607844296843,55981
Lannies,11330,DRUID,267756,314,7,0.58431376004592,27922
Bballmurican,1609,HUNTER,6864,4476,3,0.043137257453054,5216
Morda,176,PALADIN,114,0,3,0.78823534073308,8942
Klover,450,PALADIN,0,0,0,0,0
Bagtur,6879,HUNTER,46548,2737,2,0.64313729293644,3930
Khnuwb,475,MAGE,3934,4864,9,0.27058825129643,36353
Rima,36647,WARRIOR,892430,5,13,0.05490196403116,55275
Rumba,6327,WARLOCK,769703,42,10,0.8352941670455,44177
Warmy,7772,DRUID,156744,1010,7,0.29803923331201,26491
Rmm,2331,PRIEST,5645,0,4,0.34117649076507,11706
Koskettaja,9586,WARRIOR,0,0,5,0.29803923331201,16491
Prophetkm,225,PALADIN,3377,4950,1,0.66666670609266,0
Cutelilgnome,37756,WARRIOR,892448,3,13,0.76470592757687,58824
Nejno,742,HUNTER,1058,6040,1,0.33333335304633,0
Zetoxx,1056,HUNTER,1325,5774,4,0.72941180784255,13648
Aizs,33249,WARRIOR,826398,24,12,0.63529415521771,53177
Woodoo,200,WARRIOR,75,0,3,0.49019610742107,7451
Djaknez,12218,WARRIOR,448128,132,11,0.074509808328003,45373
Nightwing,9347,MAGE,0,0,3,0.36862747278064,6844
Heard,12755,ROGUE,44080,2804,4,0.92941181967035,14648
Eulogize,9148,WARRIOR,584994,77,10,0.16862746095285,40844
Otzz,6954,ROGUE,60092,2420,7,0.71372553240508,28569
Melan,1396,MAGE,139614,1191,5,0.41568629909307,17079
Kronius,385,MAGE,325,7616,8,0.75294122099876,33765
Pwnmachine,21090,MAGE,643610,65,10,0.30588237103075,41530
Qnnlgj,8797,MAGE,81633,2016,4,0.20392158068717,11020
Klazzy,7968,MAGE,331362,218,12,0.21960785612464,51099
Singlemother,12625,PALADIN,10542,4165,5,0.81568632274866,19079
Bvlgari,19862,WARRIOR,800126,37,12,0.73333337670192,53667
Emory,9235,DRUID,73183,2163,3,0.38431374821812,6922
Imalien,21,MAGE,217421,500,4,0.27843138901517,11393
Toxonn,6893,PALADIN,129664,1317,10,0.80784318502992,44040
Ailsal,7505,DRUID,98086,1757,4,0.51372552057728,12569
Myeviltwin,12340,WARRIOR,209318,565,9,0.33333335304633,36667
Rytme,344,HUNTER,995,6121,1,0.30980393989012,0
Beefjurkey,20660,WARLOCK,669312,59,9,0.95686280168593,39785
Lunx,2271,DRUID,88873,1906,4,0.41568629909307,12079
Necaps,22,PALADIN,60338,2414,4,0.73333337670192,0
Jixo,466,PRIEST,1814,5401,2,0.91372554423288,4742
Panterus,10168,HUNTER,54174,2557,6,0.047058826312423,20236
Faithdaniels,673,PALADIN,332,7596,3,0.18823530524969,5942
Crime,22177,MAGE,802871,34,12,0.41960786795244,52099
Gunster,197,HUNTER,26399,3405,6,0.43921571224928,22197
Fruityjuice,693,HUNTER,518,7061,2,0.50980395171791,3530
Sarynal,7142,ROGUE,128835,1332,7,0.18431373639032,25922
Mudjahedin,5861,WARLOCK,559,0,2,0.35294119734317,3059
Rgmz,2396,WARRIOR,416506,154,8,0.32941178418696,31648
Space,7553,PALADIN,81137,2023,5,0.80784318502992,19040
Ayanamirel,6094,MAGE,153523,1048,8,0.039215688593686,30197
Oponn,1058,PRIEST,159364,982,7,0.99607849027961,29981
Earl,10403,MAGE,178644,836,6,0.98039221484214,24902
Amoreestar,5085,HUNTER,153759,1045,4,0.34509805962443,11726
Reimer,176,MAGE,362,0,9,0.24705883814022,36236
Arrimurri,12933,PRIEST,279174,296,6,0.46666669426486,22334
Flip,2243,DRUID,84506,1977,10,0.60392160434276,43020
Rulers,31279,WARLOCK,722671,53,11,0.94509809510782,49726
Tidez,1218,MAGE,8146,4355,5,0.21568628726527,16079
Likecoke,6075,PALADIN,97419,1773,4,0.4862745385617,12432
Showofskill,696,MAGE,2798,5060,7,0.52156865829602,27608
Maweibian,217,ROGUE,4540,0,3,0.12941177235916,5648
Devv,1224,ROGUE,5643,4635,6,0.35294119734317,21765
Loisgriffin,6719,HUNTER,52571,2603,6,0.9725490771234,24863
Meatmincer,1356,HUNTER,24209,3486,3,0.29803923331201,6491
Rboote,21513,MAGE,88801,1909,5,0.5607843468897,17804
Typolexa,11743,PALADIN,335488,209,10,0.2745098201558,41373
Brean,6970,PRIEST,96063,1792,5,0.25490197585896,16275
Thyxal,31904,PRIEST,227327,443,7,0.98431378370151,29922
